Probe	UNQ	Reference	Name	Description	Category	Highest Immune Level	Immune/Non-Immune Ratio
234978_at	UNQ8759	LL:120103	SLC36A4	"solute carrier family 36 (proton/amino acid symporter), member 4"	Myeloid	2694	3.99
214830_at	UNQ8553	LL:145389	SLC38A6	"solute carrier family 38, member 6"	Myeloid	3373	14.05
200924_s_at	UNQ2340	LL:6520	SLC3A2	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"	Monocyte	5754	3.98
228754_at	UNQ8992	LL:6533	SLC6A6	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	Myeloid	16031	4.13
239474_at	UNQ8992	LL:6533	SLC6A6	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	Myeloid	3806	6.14
212290_at	UNQ3861	LL:6541	SLC7A1	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"	Multiple	2044	3.41
209921_at	UNQ8250	LL:23657	SLC7A11	"solute carrier family 7, (cationic amino acid transporter, y+ system) member 11"	Myeloid	20473	26.25
207528_s_at	UNQ8250	LL:23657	SLC7A11	"solute carrier family 7, (cationic amino acid transporter, y+ system) member 11"	Myeloid	5475	26.07
217678_at	UNQ8250	LL:23657	SLC7A11	"solute carrier family 7, (cationic amino acid transporter, y+ system) member 11"	Myeloid	12593	22.69
201195_s_at	UNQ2239	LL:8140	SLC7A5	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"	Lymphocyte	4469	4.01
229776_at	UNQ4496	LL:28232	SLCO3A1	"solute carrier organic anion transporter family, member 3A1"	Multiple	3715	3.71
228869_at	UNQ16223	LL:124460	SLIC1	selectin ligand interactor cytoplasmic-1	Multiple	6211	5.62
241756_at	UNQ14494	LL:6595	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	Multiple	2373	3.68
201589_at	UNQ14198	LL:8243	SMC1L1	SMC1 structural maintenance of chromosomes 1-like 1 (yeast)	Multiple	3044	3.54
204240_s_at	UNQ10652	LL:10592	SMC2L1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	Lymphocyte	2052	7.33
201663_s_at	UNQ14957	LL:10051	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	Lymphocyte	3516	6.76
201664_at	UNQ14957	LL:10051	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	Lymphocyte	3140	4.33
227305_s_at	UNQ18155	LL:140775	SMCR8	"Smith-Magenis syndrome chromosome region, candidate 8"	Multiple	13100	4.79
206700_s_at	UNQ9848	LL:8284	SMCY	"Smcy homolog, Y-linked (mouse)"	B Cell	5020	4.54
238449_at	UNQ13927	LL:23049	SMG1	PI-3-kinase-related kinase SMG-1	Multiple	3019	6.78
200071_at	UNQ16037	LL:10285	SMNDC1	survival motor neuron domain containing 1	Multiple	5355	4.7
219519_s_at	UNQ2943	LL:6614	SN	sialoadhesin	Dendritic Cell	3545	11.82
44673_at	UNQ2943	LL:6614	SN	sialoadhesin	Dendritic Cell	2801	5.78
209130_at	UNQ14660	LL:8773	SNAP23	"synaptosomal-associated protein, 23kDa"	Multiple	4892	3.48
220358_at	UNQ16508	LL:55509	SNFT	Jun dimerization protein p21SNFT	Multiple	2075	6.01
206055_s_at	UNQ15345	LL:6627	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	Lymphocyte	2996	3.89
242146_at	UNQ15345	LL:6627	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	Multiple	2583	3.83
53912_at	UNQ16805	LL:29916	SNX11	sorting nexin 11	Myeloid	3652	6.46
220140_s_at	UNQ16805	LL:29916	SNX11	sorting nexin 11	Myeloid	3598	8.88
202113_s_at	UNQ15946	LL:6643	SNX2	sorting nexin 2	Multiple	4375	4.81
223028_s_at	UNQ16835	LL:51429	SNX9	sorting nexin 9	Monocyte	23897	13.46
223027_at	UNQ16835	LL:51429	SNX9	sorting nexin 9	Monocyte	10553	4.21
221561_at	UNQ13790	LL:6646	SOAT1	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Myeloid	2109	6.59
210001_s_at	UNQ5595	LL:8651	SOCS1	suppressor of cytokine signaling 1	Multiple	2397	8.88
216841_s_at	UNQ5766	LL:6648	SOD2	"superoxide dismutase 2, mitochondrial"	Myeloid	8311	18.07
212780_at	UNQ4831	LL:6654	SOS1	son of sevenless homolog 1 (Drosophila)	Lymphocyte	2208	4.55
229261_at	UNQ4831	LL:6654	SOS1	son of sevenless homolog 1 (Drosophila)	Lymphocyte	2019	5.38
214791_at	UNQ17489	LL:6672	SP100	nuclear antigen Sp100	Lymphocyte	2228	6.55
223980_s_at	UNQ13725	LL:3431	SP110	SP110 nuclear body protein	Multiple	6376	3.9
208012_x_at	UNQ13725	LL:3431	SP110	SP110 nuclear body protein	Multiple	5603	5.9
209762_x_at	UNQ13725	LL:3431	SP110	SP110 nuclear body protein	Multiple	3896	4.61
209761_s_at	UNQ13725	LL:3431	SP110	SP110 nuclear body protein	Multiple	3696	6.48
236265_at	UNQ10313	LL:6671	SP4	Sp4 transcription factor	Lymphocyte	6261	3.85
222593_s_at	UNQ20966	LL:65244	SPATS2	"spermatogenesis associated, serine-rich 2"	B Cell	4783	7.97
222594_s_at	UNQ20966	LL:65244	SPATS2	"spermatogenesis associated, serine-rich 2"	B Cell	2021	4.12
222537_s_at	UNQ16357	LL:56882	SPEC1	small protein effector 1 of Cdc42	Multiple	5199	4.16
229026_at	UNQ16358	LL:56990	SPEC2	non-kinase Cdc42 effector protein SPEC2	Multiple	11223	4.3
225751_at	UNQ16595	LL:84991	SPF45	splicing factor (45kD)	Multiple	4400	5.91
205312_at	UNQ2137	LL:6688	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	Myeloid	2372	6.16
231597_x_at	UNQ13911	LL:6689	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	Multiple	11028	8.23
205861_at	UNQ13911	LL:6689	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	B Cell	3906	7.58
226837_at	UNQ18209	LL:161742	SPRED1	"sprouty-related, EVH1 domain containing 1"	Myeloid	3167	3.68
212458_at	UNQ21946	LL:200734	SPRED2	"sprouty-related, EVH1 domain containing 2"	Dendritic Cell	3659	4
244804_at	UNQ10210	LL:8878	SQSTM1		Multiple	5184	7.25
213324_at	UNQ10065	LL:6714	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	Monocyte	2473	6.87
208095_s_at	UNQ22106	LL:6731	SRP72	signal recognition particle 72kDa	Multiple	4049	6.43
208610_s_at	UNQ21468	LL:23524	SRRM2	serine/arginine repetitive matrix 2	Multiple	3209	3.47
221753_at	UNQ17989	LL:54434	SSH1	slingshot 1	Multiple	2732	4.84
226080_at	UNQ4832	LL:85464	SSH2	slingshot 2	Multiple	7473	6.61
230970_at	UNQ16276	LL:85464	SSH2	slingshot 2	Multiple	2982	10.65
209027_s_at	UNQ7591	LL:10006	SSH3BP1	spectrin SH3 domain binding protein 1	Multiple	4558	5.52
238563_at	UNQ7591	LL:10006	SSH3BP1	spectrin SH3 domain binding protein 1	Multiple	2071	6.18
200889_s_at	UNQ1782	LL:6745	SSR1	"signal sequence receptor, alpha (translocon-associated protein alpha)"	Lymphocyte	7236	6.67
201894_s_at	UNQ1782	LL:6745	SSR1	"signal sequence receptor, alpha (translocon-associated protein alpha)"	B Cell	6255	3.68
200890_s_at	UNQ1782	LL:6745	SSR1	"signal sequence receptor, alpha (translocon-associated protein alpha)"	Lymphocyte	3587	7.03
222412_s_at	UNQ17879	LL:6747	SSR3	"signal sequence receptor, gamma (translocon-associated protein gamma)"	Multiple	6726	4
204150_at	UNQ5283	LL:23166	STAB1	stabilin 1	Myeloid	4917	3.63
209023_s_at	UNQ10070	LL:10735	STAG2	stromal antigen 2	Multiple	2546	4.71
209969_s_at	UNQ5035	LL:6772	STAT1	"signal transducer and activator of transcription 1, 91kDa"	Multiple	4720	10.15
232375_at	UNQ5035	LL:6772	STAT1	"signal transducer and activator of transcription 1, 91kDa"	Multiple	2791	4.43
206118_at	UNQ5689	LL:6775	STAT4	signal transducer and activator of transcription 4	Lymphocyte	4836	5.5
203010_at	UNQ3816	LL:6776	STAT5A	signal transducer and activator of transcription 5A	Multiple	2824	4.48
202558_s_at	UNQ1360	LL:6782	STCH	"stress 70 protein chaperone, microsome-associated, 60kDa"	B Cell	3212	13.97
213330_s_at	UNQ9719	LL:10963	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	Lymphocyte	3357	5.64
212009_s_at	UNQ9719	LL:10963	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	Multiple	2261	5.02
203047_at	UNQ4026	LL:6793	STK10	serine/threonine kinase 10	Multiple	3641	8.18
40420_at	UNQ4026	LL:6793	STK10	serine/threonine kinase 10	Multiple	3552	7.03
228394_at	UNQ4026	LL:6793	STK10	serine/threonine kinase 10	Multiple	3267	6.41
202693_s_at	UNQ14118	LL:9263	STK17A	serine/threonine kinase 17a (apoptosis-inducing)	Multiple	4111	5.79
205214_at	UNQ14891	LL:9262	STK17B	serine/threonine kinase 17b (apoptosis-inducing)	Multiple	2282	9.92
202951_at	UNQ14069	LL:11329	STK38	serine/threonine kinase 38	Multiple	4495	3.55
225364_at	UNQ18668	LL:6789	STK4	serine/threonine kinase 4	Multiple	25559	7.51
236259_at	UNQ18668	LL:6789	STK4	serine/threonine kinase 4	Multiple	14790	11.38
211085_s_at	UNQ18668	LL:6789	STK4	serine/threonine kinase 4	Multiple	2357	36.26
204092_s_at	UNQ10842	LL:6790	STK6	serine/threonine kinase 6	T Cell	2039	5.66
235670_at	UNQ17130	LL:8676	STX11	syntaxin 11	Multiple	6668	5.4
235483_at	UNQ15293	LL:6809	STX3A	syntaxin 3A	Neutrophil	3976	4.85
209367_at	UNQ3918	LL:6813	STXBP2	syntaxin binding protein 2	Myeloid	2179	3.89
212225_at	UNQ16745	LL:10209	SUI1	putative translation initiation factor	Multiple	5795	18.69
233827_s_at	UNQ16018	LL:11198	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	Multiple	3927	9.03
209306_s_at	UNQ9830	LL:23075	SWAP70	SWAP-70 protein	Multiple	3552	5.92
209307_at	UNQ9830	LL:23075	SWAP70	SWAP-70 protein	Multiple	2126	3.67
207540_s_at	UNQ3838	LL:6850	SYK	spleen tyrosine kinase	Multiple	2917	15.35
244023_at	UNQ3838	LL:6850	SYK	spleen tyrosine kinase	Multiple	2409	4.5
209024_s_at	UNQ8157	LL:10492	SYNCRIP	"synaptotagmin binding, cytoplasmic RNA interacting protein"	Multiple	3827	6.22
217832_at	UNQ8157	LL:10492	SYNCRIP	"synaptotagmin binding, cytoplasmic RNA interacting protein"	Multiple	3555	3.74
209025_s_at	UNQ8157	LL:10492	SYNCRIP	"synaptotagmin binding, cytoplasmic RNA interacting protein"	Multiple	2329	4.61
242774_at	UNQ13344	LL:23224	SYNE2	"spectrin repeat containing, nuclear envelope 2"	Lymphocyte	4356	8.8
236224_at	UNQ10292	LL:23208	SYT11	synaptotagmin XI	Myeloid	10730	10.89
236223_s_at	UNQ10292	LL:23208	SYT11	synaptotagmin XI	Myeloid	5174	10.35
238423_at	UNQ17276	LL:94120	SYTL3	synaptotagmin-like 3	Multiple	4177	5.8
226117_at	UNQ16246	LL:92610	T2BP	TRAF2 binding protein	Lymphocyte	12705	7.22
213888_s_at	UNQ9020	LL:80342	T3JAM	TRAF3-interacting Jun N-terminal kinase (JNK)-activating modulator	Multiple	4278	18.6
205804_s_at	UNQ9020	LL:80342	T3JAM	TRAF3-interacting Jun N-terminal kinase (JNK)-activating modulator	Multiple	2768	19.77
230621_at	UNQ3360	LL:6868	TACE	"a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)"	Myeloid	9498	4.41
235020_at	UNQ16527	LL:6875	TAF4B	"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa"	Lymphocyte	2348	4.08
239835_at	UNQ17454	LL:84541	TA-KRP	T-cell activation kelch repeat protein	Multiple	4326	7.09
201463_s_at	UNQ10212	LL:6888	TALDO1	transaldolase 1	Myeloid	20616	9.7
230052_s_at	UNQ17464	LL:84807	TA-NFKBH	T-cell activation NFKB-like protein	Myeloid	7236	6.76
207616_s_at	UNQ14744	LL:10010	TANK	TRAF family member-associated NFKB activator	Multiple	9600	4.18
209451_at	UNQ14744	LL:10010	TANK	TRAF family member-associated NFKB activator	Multiple	2777	4.79
202307_s_at	UNQ2327	LL:6890	TAP1	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	Multiple	7432	6.95
225973_at	UNQ17796	LL:6891	TAP2	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"	Multiple	9468	4.75
200020_at	UNQ14617	LL:23435	TARDBP	TAR DNA binding protein	Multiple	13378	4.61
44696_at	UNQ21275	LL:54662	TBC1D13	"TBC1 domain family, member 13"	Dendritic Cell	4477	5.18
218596_at	UNQ21275	LL:54662	TBC1D13	"TBC1 domain family, member 13"	Dendritic Cell	2983	12.97
201867_s_at	UNQ9107	LL:6907	TBL1X	transducin (beta)-like 1X-linked	Multiple	3656	10.45
220684_at	UNQ16827	LL:30009	TBX21	T-box 21	Lymphocyte	4977	15.08
236345_at	UNQ10098	LL:6916	TBXAS1		Myeloid	3124	10.96
223274_at	UNQ16943	LL:6941	TCF19	transcription factor 19 (SC1)	Lymphocyte	3470	5.18
213811_x_at	UNQ5679	LL:6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	Lymphocyte	3523	5.87
210776_x_at	UNQ5679	LL:6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	Lymphocyte	3237	6.54
213730_x_at	UNQ5679	LL:6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	B Cell	2137	4.03
205255_x_at	UNQ5037	LL:6932	TCF7	"transcription factor 7 (T-cell specific, HMG-box)"	T Cell	12140	8.77
204158_s_at	UNQ8920	LL:10312	TCIRG1	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein a isoform 3"	Monocyte	5425	3.41
209995_s_at	UNQ5740	LL:8115	TCL1A	T-cell leukemia/lymphoma 1A	B Cell	10238	32.5
39318_at	UNQ5740	LL:8115	TCL1A	T-cell leukemia/lymphoma 1A	B Cell	9409	30.85
210972_x_at	UNQ1374	LL:6955	TCRA	T cell receptor alpha locus	T Cell	14818	15.93
209671_x_at	UNQ1374	LL:6955	TCRA	T cell receptor alpha locus	T Cell	14532	19.25
209670_at	UNQ1374	LL:6955	TCRA	T cell receptor alpha locus	T Cell	10342	13.09
211902_x_at	UNQ1374	LL:6955	TCRA	T cell receptor alpha locus	T Cell	6445	12.05
234013_at	UNQ1374	LL:6955	TCRA	T cell receptor alpha locus	T Cell	2142	3.79
219715_s_at	UNQ16919	LL:55775	TDP1	tyrosyl-DNA phosphodiesterase 1	Multiple	2249	5.11
232383_at	UNQ10958	LL:22797	TFEC	transcription factor EC	Myeloid	3724	4.93
206715_at	UNQ10958	LL:22797	TFEC	transcription factor EC	Multiple	3257	8.8
209278_s_at	UNQ399	LL:7980	TFPI2	tissue factor pathway inhibitor 2	Monocyte	5019	7.84
237215_s_at	UNQ2330	LL:7037	TFRC	"transferrin receptor (p90, CD71)"	Multiple	9426	29
205016_at	UNQ102	LL:7039	TGFA	"transforming growth factor, alpha"	Multiple	2098	4.56
203085_s_at	UNQ8	LL:7040	TGFB1	"transforming growth factor, beta 1 (Camurati-Engelmann disease)"	Multiple	2968	4.3
201506_at	UNQ1462	LL:7045	TGFBI	"transforming growth factor, beta-induced, 68kDa"	Myeloid	14569	3.76
236561_at	UNQ918	LL:7046	TGFBR1	"transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)"	NK Cell	5178	5.28
203833_s_at	UNQ14529	LL:10618	TGOLN2	trans-golgi network protein 2	Multiple	2191	3.45
226319_s_at	UNQ14844	LL:10189	THOC4	THO complex 4	Multiple	8401	14.48
226320_at	UNQ14844	LL:10189	THOC4	THO complex 4	Multiple	6561	10.33
244447_at	UNQ13735	LL:7071	TIEG	TGFB inducible early growth response	Monocyte	4082	3.96
203167_at	UNQ1790	LL:7077	TIMP2	tissue inhibitor of metalloproteinase 2	Myeloid	2709	3.71
212770_at	UNQ4601	LL:7090	TLE3	"transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)"	Multiple	3058	4.4
208942_s_at	UNQ17170	LL:7095	TLOC1	translocation protein 1	B Cell	7225	4.13
229968_at	UNQ2761	LL:7096	TLR1	toll-like receptor 1	Myeloid	3562	3.69
210176_at	UNQ2761	LL:7096	TLR1	toll-like receptor 1	Myeloid	2917	14.23
223751_x_at	UNQ315	LL:81793	TLR10	toll-like receptor 10	Multiple	4536	8.32
223750_s_at	UNQ315	LL:81793	TLR10	toll-like receptor 10	B Cell	3610	32.82
204924_at	UNQ182	LL:7097	TLR2	toll-like receptor 2	Myeloid	8803	11.21
224341_x_at	UNQ259	LL:7099	TLR4	toll-like receptor 4	Myeloid	3772	6.68
232068_s_at	UNQ259	LL:7099	TLR4	toll-like receptor 4	Myeloid	2031	8.29
229560_at	UNQ249	LL:51311	TLR8	toll-like receptor 8	Myeloid	13769	10.2
233217_at	UNQ9039	LL:26526	TM4-B		Neutrophil	4469	6.67
219892_at	UNQ21057	LL:53346	TM6SF1	transmembrane 6 superfamily member 1	Multiple	3176	6.69
228914_at	UNQ12715	LL:8577	TMEFF1	transmembrane protein with EGF-like and two follistatin-like domains 1	Monocyte	3089	4.86
238513_at	UNQ18031	LL:79056	TMG4	transmembrane gamma-carboxyglutamic acid protein 4	Myeloid	6846	3.59
227062_at	UNQ29643	LL:283131	TncRNA	trophoblast-derived noncoding RNA	Monocyte	14114	5.98
207113_s_at	UNQ6	LL:7124	TNF	"tumor necrosis factor (TNF superfamily, member 2)"	Multiple	5981	32.33
202510_s_at	UNQ15278	LL:7127	TNFAIP2	"tumor necrosis factor, alpha-induced protein 2"	Myeloid	12708	7.04
202644_s_at	UNQ5728	LL:7128	TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	Multiple	15047	4.1
202643_s_at	UNQ5728	LL:7128	TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	Multiple	9558	8.17
206025_s_at	UNQ1795	LL:7130	TNFAIP6	"tumor necrosis factor, alpha-induced protein 6"	Myeloid	26468	52.94
206026_s_at	UNQ1795	LL:7130	TNFAIP6	"tumor necrosis factor, alpha-induced protein 6"	Multiple	16595	33.87
229242_at	UNQ6938	LL:9966	TNF-gamma; VEG1	"tumor necrosis factor (ligand) superfamily, member 15"	Monocyte	10896	8.55
227060_at	UNQ6514	LL:84957	TNFRSF19L	"tumor necrosis factor receptor superfamily, member 19-like"	Myeloid	2356	4.13
203508_at	UNQ621	LL:7133	TNFRSF1B	"tumor necrosis factor receptor superfamily, member 1B"	Multiple	11284	21.09
214228_x_at	UNQ1299	LL:7293	TNFRSF4	"tumor necrosis factor receptor superfamily, member 4"	Multiple	3082	36.26
35150_at	UNQ879	LL:958	TNFRSF5	"tumor necrosis factor receptor superfamily, member 5"	Multiple	7673	3.88
205153_s_at	UNQ879	LL:958	TNFRSF5	"tumor necrosis factor receptor superfamily, member 5"	Myeloid	4707	14.05
215346_at	UNQ879	LL:958	TNFRSF5	"tumor necrosis factor receptor superfamily, member 5"	Multiple	2998	9.83
204780_s_at	UNQ618	LL:355	TNFRSF6	"tumor necrosis factor receptor superfamily, member 6"	Multiple	4263	4.37
206150_at	UNQ925	LL:939	TNFRSF7	"tumor necrosis factor receptor superfamily, member 7"	Lymphocyte	10199	18.71
207536_s_at	UNQ924	LL:3604	TNFRSF9	"tumor necrosis factor receptor superfamily, member 9"	Multiple	4731	16.9
223502_s_at	UNQ401	LL:10673	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b"	Myeloid	34732	15
223501_at	UNQ401	LL:10673	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b"	Myeloid	33321	12.94
210865_at	UNQ619	LL:356	TNFSF6	"tumor necrosis factor (ligand) superfamily, member 6"	Lymphocyte	2700	7.71
211333_s_at	UNQ619	LL:356	TNFSF6	"tumor necrosis factor (ligand) superfamily, member 6"	Lymphocyte	2594	10.17
235735_at	UNQ6157	LL:944	TNFSF8	"tumor necrosis factor (ligand) superfamily, member 8"	Multiple	3754	8.44
241819_at	UNQ6157	LL:944	TNFSF8	"tumor necrosis factor (ligand) superfamily, member 8"	Multiple	2018	6.41
207196_s_at	UNQ14231	LL:10318	TNIP1	TNFAIP3 interacting protein 1	Myeloid	7985	6.21
220655_at	UNQ16826	LL:79931	TNIP3	TNFAIP3 interacting protein 3	Multiple	2269	30.25
201292_at	UNQ14425	LL:7153	TOP2A	topoisomerase (DNA) II alpha 170kDa	T Cell	3746	8.06
201291_s_at	UNQ14425	LL:7153	TOP2A	topoisomerase (DNA) II alpha 170kDa	Lymphocyte	2790	25.36
233851_s_at	UNQ9486	LL:64222	TOR3A	"torsin family 3, member A"	Multiple	2560	3.74
221601_s_at	UNQ788	LL:9214	TOSO	regulator of Fas-induced apoptosis	Lymphocyte	8802	14.31
221602_s_at	UNQ788	LL:9214	TOSO	regulator of Fas-induced apoptosis	Lymphocyte	4344	28.03
210052_s_at	UNQ148	LL:22974	TPX2	"TPX2, microtubule-associated protein homolog (Xenopus laevis)"	T Cell	2840	5.98
217143_s_at	UNQ1374	LL:6955	TRA@	T cell receptor alpha locus	Lymphocyte	11226	35.08
216191_s_at	UNQ1374	LL:6955	TRA@	T cell receptor alpha locus	Lymphocyte	11035	58.08
213830_at	UNQ1374	LL:6955	TRA@	T cell receptor alpha locus	Lymphocyte	6650	36.94
200598_s_at	UNQ1631	LL:7184	TRA1	tumor rejection antigen (gp96) 1	B Cell	25742	12.47
216450_x_at	UNQ1631	LL:7184	TRA1	tumor rejection antigen (gp96) 1	B Cell	7852	12.46
216449_x_at	UNQ1631	LL:7184	TRA1	tumor rejection antigen (gp96) 1	B Cell	7599	8.78
235716_at	UNQ15241	LL:29896	TRA2A	transformer-2 alpha	Multiple	4614	3.59
1729_at	UNQ5743	LL:8717	TRADD	TNFRSF1A-associated via death domain	Multiple	2430	4.34
235116_at	UNQ6147	LL:7185	TRAF1	TNF receptor-associated factor 1	Myeloid	8915	20.98
205599_at	UNQ6147	LL:7185	TRAF1	TNF receptor-associated factor 1	Multiple	5773	11.78
201399_s_at	UNQ8222	LL:23471	TRAM1	translocation associated membrane protein 1	B Cell	11972	3.57
210733_at	UNQ8222	LL:23471	TRAM1	translocation associated membrane protein 1	B Cell	2693	3.9
202369_s_at	UNQ5383	LL:9697	TRAM2	translocation associated membrane protein 2	B Cell	4487	5.25
222439_s_at	UNQ16831	LL:9967	TRAP150	"thyroid hormone receptor-associated protein, 150 kDa subunit"	Multiple	2964	21.96
227786_at	UNQ17484	LL:90390	TRAP25	TRAP/Mediator complex component	Multiple	2192	3.85
219434_at	UNQ8290	LL:54210	TREM1	triggering receptor expressed on myeloid cells 1	Myeloid	10124	5.14
219725_at	UNQ2881	LL:54209	TREM2	triggering receptor expressed on myeloid cells 2	Myeloid	6347	11.75
238520_at	UNQ18315	LL:55809	TRERF1	transcriptional regulating factor 1	Multiple	3884	5.55
239818_x_at	UNQ14424	LL:10221	TRIB1	phosphoprotein regulated by mitogenic pathways	Multiple	2725	6.9
217147_s_at	UNQ8531	LL:50852	TRIM	T-cell receptor interacting molecule	T Cell	2414	32.19
203567_s_at	UNQ17133	LL:10475	TRIM38	tripartite motif-containing 38	Multiple	2209	4.21
203568_s_at	UNQ17133	LL:10475	TRIM38	tripartite motif-containing 38	Multiple	2132	6.01
224933_s_at	UNQ18598	LL:221037	TRIP8	thyroid hormone receptor interactor 8	Myeloid	8516	4.45
235425_at	UNQ18888	LL:151246	TRIPIN	tripin	Lymphocyte	2861	9.54
230165_at	UNQ18888	LL:151246	TRIPIN	tripin	Lymphocyte	2762	7.67
222855_s_at	UNQ5206	LL:51393	TRPV2	"transient receptor potential cation channel, subfamily V, member 2"	Multiple	2165	5.62
227801_at	UNQ12533	LL:286827	TSBF1	tumor suppressor TSBF1	T Cell	2540	7.15
223741_s_at	UNQ17813	LL:94015	TTYH2	tweety homolog 2 (Drosophila)	Dendritic Cell	13566	4.24
232042_at	UNQ17813	LL:94015	TTYH2	tweety homolog 2 (Drosophila)	Dendritic Cell	2290	8.33
231428_at	UNQ364	LL:81567	TXNDC5	thioredoxin domain containing 5	B Cell	3847	5.06
201266_at	UNQ7529	LL:7296	TXNRD1	thioredoxin reductase 1	Myeloid	11479	4.17
202589_at	UNQ9766	LL:7298	TYMS	thymidylate synthetase	Lymphocyte	10436	5.98
230413_s_at	UNQ20518	LL:8233	U2AF1L2	U2(RNU2) small nuclear RNA auxiliary factor 1-like 2	Myeloid	5039	7.1
